,ADJ,ADP,ADV,AUX,DET,NOUN,PRON,PROPN,PUNCT,VERB
0,97.71863117870723,95.85798816568047,96.75925925925927,96.8094804010939,97.23546234509057,95.92979835698283,97.25274725274727,96.73076923076923,98.27868852459017,96.3921568627451
