,ADJ,ADP,ADV,AUX,DET,NOUN,PRON,PROPN,PUNCT,VERB
0,96.57401422107306,90.74235807860262,94.25837320574163,90.78822412155746,91.94854692710814,92.51118459443688,95.19890260631,93.00699300699301,97.06974824597606,90.99211290992115
