,ADJ,ADP,ADV,AUX,DET,NOUN,PRON,PROPN,PUNCT,VERB
0,96.79446888749214,89.64948453608247,95.57109557109557,91.36690647482014,88.80070546737213,92.26234340456891,94.39999999999999,92.9224843524314,96.06741573033707,91.97604790419162
